Time,header.seq,header.stamp.secs,header.stamp.nsecs,header.frame_id,latitude.data,longitude.data,altitude.data,utm_easting.data,utm_northing.data,zone_num.data,zone_letter.data,fix_quality.data
1645139241.5548096,3060,0,0,,42.337069119999995,-71.08685643333334,12.525,328083.003827669,4689310.799539735,19.0,T,5
1645139241.758194,3061,0,0,,42.33706862666667,-71.08685610166668,12.466,328083.02980740217,4689310.744088271,19.0,T,5
1645139241.857556,3062,0,0,,42.337068075,-71.08685516,12.447,328083.10588259116,4689310.680926035,19.0,T,5
1645139242.1552455,3063,0,0,,42.33706780166668,-71.086854365,12.436,328083.17063323746,4689310.648967123,19.0,T,5
1645139242.3469648,3064,0,0,,42.337067231666666,-71.086853585,12.402,328083.2333396722,4689310.584095968,19.0,T,5
1645139242.4626281,3065,0,0,,42.33706638,-71.086852645,12.393,328083.30846002523,4689310.487624396,19.0,T,5
1645139242.768472,3066,0,0,,42.33706589833334,-71.08685185499999,12.435,328083.3722310246,4689310.43254177,19.0,T,5
1645139242.9772663,3067,0,0,,42.33706536666667,-71.08685125666666,12.459,328083.4200754458,4689310.372294535,19.0,T,5
1645139243.152329,3068,0,0,,42.33706469499999,-71.08685087500001,12.437,328083.4496884222,4689310.296939426,19.0,T,5
1645139243.3494687,3069,0,0,,42.33706442,-71.08685058166667,12.432,328083.47310507996,4689310.265809717,19.0,T,5
1645139243.55837,3070,0,0,,42.337064221666665,-71.086850065,12.421,328083.51512982073,4689310.242741718,19.0,T,5
1645139243.7514904,3071,0,0,,42.337064198333344,-71.08684966000001,12.421,328083.5484318715,4689310.239331902,19.0,T,5
1645139243.9536402,3072,0,0,,42.33706413833334,-71.08684925833333,12.405,328083.58135939064,4689310.23185727,19.0,T,5
1645139244.1482184,3073,0,0,,42.33706380666666,-71.08684885166669,12.399,328083.61395850993,4689310.194206023,19.0,T,5
1645139244.2539115,3074,0,0,,42.33706339333333,-71.08684847833334,12.397,328083.6435889411,4689310.147553708,19.0,T,5
1645139244.55783,3075,0,0,,42.33706293833333,-71.0868483,12.396,328083.6570408867,4689310.0966688795,19.0,T,5
1645139244.7580698,3076,0,0,,42.33706244166666,-71.08684831833332,12.383,328083.6541770438,4689310.041554905,19.0,T,5
1645139244.9576852,3077,0,0,,42.33706207333333,-71.08684809833333,12.38,328083.6712978457,4689310.000209506,19.0,T,5
1645139245.1539502,3078,0,0,,42.33706184,-71.08684786166666,12.374,328083.6901596074,4689309.97382113,19.0,T,5
1645139245.3565013,3079,0,0,,42.33706178666666,-71.08684746,12.383,328083.7231052931,4689309.967086782,19.0,T,5
1645139245.5815182,3080,0,0,,42.33706160333333,-71.08684693666669,12.374,328083.76572013786,4689309.945670943,19.0,T,5
1645139245.7866483,3081,0,0,,42.337061565000006,-71.08684622833333,12.385,328083.82397122163,4689309.939982213,19.0,T,5
1645139245.983843,3082,0,0,,42.337061371666664,-71.08684585499999,12.417,328083.85420117376,4689309.917759218,19.0,T,5
1645139246.153643,3083,0,0,,42.337060883333336,-71.086845875,12.41,328083.8512227348,4689309.86357397,19.0,T,5
1645139246.340911,3084,0,0,,42.337060245,-71.08684589,12.367,328083.8482474522,4689309.792722255,19.0,T,5
1645139246.5429902,3085,0,0,,42.337059705,-71.08684573500001,12.353,328083.85954546655,4689309.732446001,19.0,T,5
1645139246.7570615,3086,0,0,,42.337059163333336,-71.08684506666665,12.345,328083.91312955023,4689309.6709468225,19.0,T,5
1645139246.9747624,3087,0,0,,42.337058989999996,-71.08684445833335,12.333,328083.96277431305,4689309.650469554,19.0,T,5
1645139247.058592,3088,0,0,,42.33705831833333,-71.08684357833334,12.268,328084.03344214545,4689309.574106922,19.0,T,5
1645139247.3504744,3089,0,0,,42.33705788833333,-71.08684277,12.264,328084.09886433155,4689309.524724424,19.0,T,5
1645139247.4537315,3090,0,0,,42.33705722999999,-71.08684191333333,12.269,328084.16764620045,4689309.449889532,19.0,T,5
1645139247.6605544,3091,0,0,,42.33705638833334,-71.086841135,12.265,328084.2294750336,4689309.354855253,19.0,T,5
